record_num,m_birth_date,m_birth_hour,m_born_lat,m_born_long,m_sign,m_sun,m_sun_speed,m_sun_house,m_moon,m_moon_speed,m_moon_house,m_mercury,m_mercury_speed,m_mercury_house,m_venus,m_venus_speed,m_venus_house,m_mars,m_mars_speed,m_mars_house,m_jupiter,m_jupiter_speed,m_jupiter_house,m_saturn,m_saturn_speed,m_saturn_house,m_uranus,m_uranus_speed,m_uranus_house,m_neptune,m_neptune_speed,m_neptune_house,m_pluto,m_pluto_speed,m_pluto_house,m_chiron,m_chiron_speed,m_chiron_house,m_lilith,m_lilith_speed,m_lilith_house,m_truenode,m_truenode_speed,m_truenode_house,m_pof,m_pof_speed,m_pof_house,m_vertex,m_vertex_speed,m_vertex_house,m_ascendant,m_ascendant_speed,m_house2,m_house2_speed,m_house3,m_house3_speed,m_house4,m_house4_speed,m_house5,m_house5_house,m_house6,m_house6_house,m_house7,m_house7_speed,m_house8,m_house8_speed,m_house9,m_house9_speed,m_MC,m_MC_speed,m_house11,m_house11_speed,m_house12,m_house12_speed,f_birth_date,f_birth_hour,f_born_lat,f_born_long,f_sign,f_sun,f_sun_speed,f_sun_house,f_moon,f_moon_speed,f_moon_house,f_mercury,f_mercury_speed,f_mercury_house,f_venus,f_venus_speed,f_venus_house,f_mars,f_mars_speed,f_mars_house,f_jupiter,f_jupiter_speed,f_jupiter_house,f_saturn,f_saturn_speed,f_saturn_house,f_uranus,f_uranus_speed,f_uranus_house,f_neptune,f_neptune_speed,f_neptune_house,f_pluto,f_pluto_speed,f_pluto_house,f_chiron,f_chiron_speed,f_chiron_house,f_lilith,f_lilith_speed,f_lilith_house,f_truenode,f_truenode_speed,f_truenode_house,f_pof,f_pof_speed,f_pof_house,f_vertex,f_vertex_speed,f_vertex_house,f_ascendant,f_ascendant_speed,f_house2,f_house2_speed,f_house3,f_house3_speed,f_house4,f_house4_speed,f_house5,f_house5_house,f_house6,f_house6_house,f_house7,f_house7_speed,f_house8,f_house8_speed,f_house9,f_house9_speed,f_MC,f_MC_speed,f_house11,f_house11_speed,f_house12,f_house12_speed,success_rate
1337,14.02.1968,02:28:10,32.78333,-83.05,AQUARIUS,324.4623876,1.0103058,3.0,142.2146782,13.6942851,2.0,327.7301165,-1.0830875,3.0,292.5004119,1.2280801,4.0,357.673132,0.7677403,10.0,151.7109628,-0.1298095,4.0,9.3528726,0.1012265,4.0,178.4882622,-0.0333834,11.0,236.4809033,0.0075288,2.0,172.2319078,-0.0229163,11.0,357.2845201,0.0519361,5.0,46.0370291,0.1109617,10.0,20.1340723,-0.1537597,7.5210075,8.364997499999959,-0.1537597,10.0,23.1458808,-0.1537597,7.5210075,186.1172881,7.5210075,213.8188527,7.5210075,244.3807405,7.5210075,276.5942996,7.5210075,308.7937078,7.5210075,339.1195208,7.5210075,6.1172881,7.5210075,33.8188527,7.5210075,64.3807405,7.5210075,96.5942996,7.5210075,128.7937078,7.5210075,159.1195208,7.5210075,15.12.1960,22:22:47,42.33333,-81.3,AQUARIUS,263.9709706,1.018064,6.0,229.3028112,14.3088292,5.0,252.3799972,1.5296689,6.0,306.5964641,1.178996,8.0,104.2409255,-0.3343388,1.0,280.3877321,0.227442,7.0,287.7345609,0.1117552,7.0,145.7051469,-0.0135286,3.0,220.4207844,0.0291683,5.0,158.1244983,-0.0030071,4.0,328.164872,0.0377597,9.0,114.7881369,0.111429,2.0,159.6082591,-0.1601756,4.0,126.69807019999996,-0.1601756,2.0,230.6240005,-0.1601756,4.0799743,92.0299108,4.0799743,111.4292679,4.0799743,131.963793,4.0799743,157.2574635,4.0799743,191.2216011,4.0799743,233.2499994,4.0799743,272.0299108,4.0799743,291.4292679,4.0799743,311.963793,4.0799743,337.2574635,4.0799743,11.2216011,4.0799743,53.2499994,4.0799743,60
1338,14.09.1971,11:07:11,-15.8,-47.86667,VIRGO,170.9806259,0.9741586,4.0,113.4703336,12.5962279,11.0,153.352279,1.232873,3.0,175.7868798,1.2433399,6.0,312.0492092,0.0650388,1.0,240.3788329,0.1375191,3.0,66.5088091,0.0085257,5.0,192.5013666,0.0597748,7.0,240.5933059,0.0173864,11.0,179.2193801,0.0373724,10.0,12.5007461,-0.0412587,8.0,191.7839603,0.111732,1.0,314.1143085,0.025885,2.0,149.05085830000002,0.025885,1.0,9.3002575,0.025885,4.8763091,206.5611506,4.8763091,237.8433139,4.8763091,264.5313724,4.8763091,290.0623383,4.8763091,317.7603281,4.8763091,350.1727206,4.8763091,26.5611506,4.8763091,57.8433139,4.8763091,84.5313724,4.8763091,110.0623383,4.8763091,137.7603281,4.8763091,170.1727206,4.8763091,28.01.1937,14:24:51,-27.83333,-48.41667,VIRGO,308.2766755,1.0155219,10.0,151.5928278,13.1206519,5.0,285.7588173,0.2753668,9.0,354.9332042,1.060173,11.0,221.8392601,0.4955572,7.0,283.01459,0.2197712,9.0,349.781176,0.1028735,11.0,35.7148308,0.0128039,1.0,168.571415,-0.0195934,5.0,117.4098494,-0.0217382,4.0,78.1443869,-0.0322557,2.0,223.0916675,0.1112494,7.0,263.4182204,-0.1391553,9.0,225.6003963,-0.1391553,7.0,259.8500869,-0.1391553,9.0576591,22.284244,9.0576591,51.0630131,9.0576591,81.6139271,9.0576591,113.3758659,9.0576591,145.3040488,9.0576591,175.4875295,9.0576591,202.284244,9.0576591,231.0630131,9.0576591,261.6139271,9.0576591,293.3758659,9.0576591,325.3040488,9.0576591,355.4875295,9.0576591,50
1339,24.12.1962,11:37:47,-5.1,-42.8,CAPRICORN,272.1811657,1.019121,7.0,243.151948,12.4574921,7.0,288.0182205,1.5121654,8.0,229.8269647,0.6522494,9.0,144.7782118,0.0229144,7.0,337.7287056,0.1623356,9.0,309.1343589,0.1035896,4.0,155.2214934,-0.0122924,8.0,224.8761266,0.0277595,10.0,162.1376874,-0.0051033,8.0,336.8239472,0.0350709,2.0,196.8926941,0.1120088,7.0,119.8896074,-0.0838343,1.0,284.21625750000004,-0.0838343,8.0,190.6399674,-0.0838343,6.5436568,313.2454752,6.5436568,343.243,6.5436568,15.187481,6.5436568,46.6307222,6.5436568,76.0750775,6.5436568,104.3567193,6.5436568,133.2454752,6.5436568,163.243,6.5436568,195.187481,6.5436568,226.6307222,6.5436568,256.0750775,6.5436568,284.3567193,6.5436568,31.08.1970,14:04:47,42.33333,-81.3,CAPRICORN,157.747663,0.9677385,11.0,154.1660972,11.788211,11.0,177.9297527,-0.1265513,12.3107043,203.8600605,0.9688574,1.0,148.333555,0.6362719,11.0,212.4073518,0.1655306,1.0,52.6086684,0.007198,8.0,187.2195145,0.0568801,12.6491152,238.2456558,0.0115115,2.0,176.4872526,0.0357005,12.1168395,9.4040206,-0.0367516,6.0,149.6869018,0.1107155,11.0,332.8379098,-0.0004682,5.0,191.4260461,-0.0004682,5.3710761,37.487194,-0.0004682,5.3710761,195.0076119,5.3710761,221.9650122,5.3710761,253.2901854,5.3710761,287.7483831,5.3710761,321.3546855,5.3710761,350.7171761,5.3710761,15.0076119,5.3710761,41.9650122,5.3710761,73.2901854,5.3710761,107.7483831,5.3710761,141.3546855,5.3710761,170.7171761,5.3710761,95
1340,15.04.1936,19:47:50,28.41667,-80.21667,ARIES,25.6546932,0.978253,2.0,307.3207656,13.6536086,4.0,31.5850093,2.1062515,2.0,5.8942783,1.228798,3.0,40.2294597,0.7287562,9.306536,264.3925103,-0.0159286,1.0,347.8740439,0.1055741,8.0,34.9135532,0.0569709,1.0,164.3909153,-0.0193913,3.0,115.1702687,0.0033265,1.0,72.824003,0.0635152,8.0,190.9330117,0.112061,10.0,276.2814223,-0.0205872,8.0,75.78239300000001,-0.0205872,7.0,277.3282053,-0.0205872,5.0528611,154.1163206,5.0528611,180.4966764,5.0528611,210.5046097,5.0528611,242.5940521,5.0528611,274.6196958,5.0528611,305.3044605,5.0528611,334.1163206,5.0528611,0.4966764,5.0528611,30.5046097,5.0528611,62.5940521,5.0528611,94.6196958,5.0528611,125.3044605,5.0528611,27.09.1968,13:43:08,48.85,-0.11667,ARIES,184.5059614,0.981769,9.0,252.730858,14.3608683,11.0,209.4526631,0.5669775,9.0,211.0712506,1.2264287,9.0,153.6347089,0.6261137,8.0,170.385566,0.2133563,8.0,23.4618483,-0.0727407,3.0,179.9305636,0.0630657,8.0,234.5023982,0.0266055,10.0,173.1131717,0.0362213,8.0,0.9214539,-0.0452088,2.0,71.257239,0.1117965,5.0,9.6393095,0.0057796,3.0,340.3802146,0.0057796,2.0,134.5759568,0.0057796,3.1864264,272.155318,3.1864264,317.1039397,3.1864264,2.7101701,3.1864264,34.3370361,3.1864264,56.4765172,3.1864264,74.4885461,3.1864264,92.155318,3.1864264,137.1039397,3.1864264,182.7101701,3.1864264,214.3370361,3.1864264,236.4765172,3.1864264,254.4885461,3.1864264,70
1341,16.03.1946,17:35:00,42.33333,-81.3,PISCES,355.5297106,0.9949859,8.0,162.9878089,12.8631152,1.0,10.2242377,0.0077591,7.0,6.0688382,1.2432243,8.0,106.9907634,0.2355113,11.0,205.6810129,-0.0957749,4.0,107.9621608,-0.0067691,6.0,73.6695516,0.0211598,1.0,187.5783965,-0.026802,5.0,129.7200835,-0.0151091,3.0,199.8631111,-0.0663206,8.0,234.5060971,0.1110596,8.0,85.4778198,-0.2181234,5.0,274.2399218,-0.2181234,12.3569777,243.4584759,-0.2181234,12.3569777,106.7818235,12.3569777,125.8356965,12.3569777,147.7694206,12.3569777,175.8054612,12.3569777,212.1222149,12.3569777,252.2373383,12.3569777,286.7818235,12.3569777,305.8356965,12.3569777,327.7694206,12.3569777,355.8054612,12.3569777,32.1222149,12.3569777,72.2373383,12.3569777,13.02.1957,09:11:17,32.78333,-83.05,PISCES,324.4172654,1.0102192,2.0,125.630107,15.2622094,7.0,301.0363271,1.3390465,1.0,309.4218387,1.2494981,2.0,39.6933317,0.6188764,4.0,180.5765107,-0.0843093,9.0,253.0852828,0.0615753,12.1323254,124.1282967,-0.0401258,7.0,212.5673247,-0.0059608,10.0,149.3313336,-0.0249592,8.0,312.9041645,0.0769932,2.0,318.5171721,0.112059,2.0,234.4063796,-0.1768957,11.0,72.77345739999998,-0.1768957,6.0,133.4018362,-0.1768957,11.3248958,271.5606158,11.3248958,307.2274945,11.3248958,345.531437,11.3248958,19.4065051,11.3248958,46.6376073,11.3248958,69.5792247,11.3248958,91.5606158,11.3248958,127.2274945,11.3248958,165.531437,11.3248958,199.4065051,11.3248958,226.6376073,11.3248958,249.5792247,11.3248958,55
1342,01.12.1976,05:03:03,-12.96667,-38.48333,SAGITTARIUS,249.1405683,1.0136057,2.5827698,8.9929291,11.9111085,8.0,262.2050238,1.5176072,3.0656123,290.121801,1.1919498,10.0,247.3393201,0.7226648,10.0,54.4082241,-0.1272702,11.0,136.8671062,-0.0064347,4.0,219.3868825,0.0565085,7.0,253.5169201,0.0376074,11.0,193.5797684,0.0254377,10.0,27.9279817,-0.0324414,8.0,44.0306537,0.1107873,7.0,213.1295074,0.0305467,6.0,81.10332030000001,0.0305467,6.0,6.577116,0.0305467,1.362115,200.9556811,1.362115,232.8061383,1.362115,260.2021848,1.362115,286.1001434,1.362115,313.6748225,1.362115,345.4205853,1.362115,20.9556811,1.362115,52.8061383,1.362115,80.2021848,1.362115,106.1001434,1.362115,133.6748225,1.362115,165.4205853,1.362115,21.09.1932,13:41:56,-12.96667,-38.48333,SAGITTARIUS,178.3453769,0.9783867,10.0,72.1362132,11.9517883,6.0,171.7401146,1.8594335,10.0,132.9461209,1.0529416,8.0,120.4541366,0.6058288,8.0,158.9162674,0.2111268,9.0,298.2188116,-0.018362,2.0,22.3095754,-0.03604,5.0,158.4977283,0.0353604,9.0,113.2304292,0.0133005,8.0,58.5104861,-0.0186728,6.0,45.7376763,0.111738,5.0,347.0279993,-0.013214,4.0,9.696908300000018,-0.013214,4.0,26.7918827,-0.013214,4.0286646,263.4877446,4.0286646,289.2042339,4.0286646,316.0228488,4.0286646,346.1108691,4.0286646,19.2908204,4.0286646,52.5591122,4.0286646,83.4877446,4.0286646,109.2042339,4.0286646,136.0228488,4.0286646,166.1108691,4.0286646,199.2908204,4.0286646,232.5591122,4.0286646,70
1343,23.12.1965,16:53:20,-2.53333,-44.3,CAPRICORN,271.6650641,1.0191305,1.0,280.9513586,12.1877664,10.0,250.0228724,1.1073095,2.0,310.6737556,0.4573214,10.403853,300.3683826,0.7835417,2.0,85.5201614,-0.134516,3.0,341.8334556,0.0659759,7.0,169.6329845,0.0014849,3.0,231.1875433,0.0303623,6.0,168.4692065,-0.0013709,4.0,348.2478808,0.0226974,10.0,318.9042135,0.112029,8.0,64.5521871,-0.0673911,8.0,41.981785100000025,-0.0673911,7.0,176.4035453,-0.0673911,2.072043,32.6954906,2.072043,62.4854676,2.072043,90.6281666,2.072043,118.9149923,2.072043,149.0976863,2.072043,181.1312196,2.072043,212.6954906,2.072043,242.4854676,2.072043,270.6281666,2.072043,298.9149923,2.072043,329.0976863,2.072043,1.1312196,2.072043,14.05.1955,04:01:30,-27.83333,-48.41667,CAPRICORN,52.5981392,0.9647412,3.0,312.0793561,12.4563075,12.1693596,72.8773617,1.4705015,4.0,23.4874077,1.2055871,2.0,82.1944145,0.6601984,4.0,114.7640143,0.1525237,5.0,227.5089115,-0.0748198,9.0,114.383499,0.0356501,5.0,206.1836366,-0.0238307,8.0,144.3135571,0.0035411,6.0,305.5073555,-0.0026489,11.0,247.1851929,0.1109133,10.0,266.8394846,0.0166916,10.0,235.71960230000002,0.0166916,9.0,98.1114985,0.0166916,10.6821613,336.2383854,10.6821613,2.9185525,10.6821613,33.0554903,10.6821613,65.0279185,10.6821613,96.85094,10.6821613,127.4305184,10.6821613,156.2383854,10.6821613,182.9185525,10.6821613,213.0554903,10.6821613,245.0279185,10.6821613,276.85094,10.6821613,307.4305184,10.6821613,95
1344,07.06.1957,02:57:12,-20.8,-49.38333,GEMINI,76.0977573,0.9564596,6.0,190.0221787,13.931044,5.0,52.5681813,1.2276482,6.0,90.2743768,1.2248757,7.0,110.9884115,0.6263319,8.0,172.3751166,0.0557391,4.0,250.6276055,-0.0736126,1.0,124.2726382,0.0455813,7.0,210.1313111,-0.0169683,9.0,148.118613,0.013473,7.0,317.3104446,-0.0167847,1.0,331.261079,0.1119877,11.0,229.471124,0.0231271,3.0,227.5753039,0.0231271,10.0,241.4935222,0.0231271,9.2836239,341.4997253,9.2836239,9.9702291,9.2836239,40.6349297,9.2836239,71.6874932,9.2836239,102.1805354,9.2836239,132.1866503,9.2836239,161.4997253,9.2836239,189.9702291,9.2836239,220.6349297,9.2836239,251.6874932,9.2836239,282.1805354,9.2836239,312.1866503,9.2836239,24.08.1965,13:48:11,-27.83333,-48.41667,GEMINI,151.1691895,0.9648636,10.0,119.8647997,15.0110579,9.0,137.6922403,-0.1431873,10.0,186.0076439,1.192987,11.0,212.5813703,0.6391017,12.4428213,86.5798943,0.154712,8.0,344.8080929,-0.0731236,5.0,164.3219346,0.0617178,11.0,227.4113133,0.013781,12.8736777,165.5559966,0.0347762,11.0,351.1154711,-0.0426458,5.0,305.3575719,0.1116761,3.0,70.2764754,-0.1211266,7.0,265.274677,-0.1211266,2.0,24.5561639,-0.1211266,7.5825353,233.9702872,7.5825353,260.7584982,7.5825353,284.2801903,7.5825353,308.8262062,7.5825353,338.0847105,7.5825353,14.410461,7.5825353,53.9702872,7.5825353,80.7584982,7.5825353,104.2801903,7.5825353,128.8262062,7.5825353,158.0847105,7.5825353,194.410461,7.5825353,75
1345,18.10.1994,20:20:43,25.78333,-56.1,LIBRA,205.2257407,0.9927746,6.0,17.9154815,12.0342007,7.0,210.4960132,-1.1802071,6.0,227.3784439,-0.2259863,5.0,127.7576027,0.5268743,6.0,228.705165,0.2108118,9.0,336.0750037,-0.0359392,3.0,292.5084157,0.0142692,7.0,290.6465902,0.0089872,8.0,236.7163638,0.0352155,6.0,170.3629002,0.1268923,1.0,51.593361,0.1107248,8.0,224.8050952,-0.036615,10.0,181.1792081,-0.036615,3.0,183.5434341,-0.036615,8.0280677,8.4894673,8.0280677,43.9443327,8.0280677,71.4886994,8.0280677,95.6641211,8.0280677,120.58516,8.0280677,150.3946074,8.0280677,188.4894673,8.0280677,223.9443327,8.0280677,251.4886994,8.0280677,275.6641211,8.0280677,300.58516,8.0280677,330.3946074,8.0280677,10.09.1972,02:00:27,-2.53333,-44.3,LIBRA,167.4601588,0.972437,4.0,194.6731309,12.2786274,5.0,158.5869527,1.9021679,4.0,122.1955771,1.0475506,2.0,166.5863382,0.6395681,4.0,268.8748535,0.0488605,7.0,80.1337516,0.0405142,1.0,196.7607928,0.0568974,5.0,242.6822657,0.0144116,6.0,181.3456259,0.0370349,4.0,16.2935758,-0.0383287,11.0,232.269943,0.111721,6.0,294.6378599,-0.1630046,8.0,93.1358406,-0.1630046,1.0,173.9865069,-0.1630046,8.7318749,65.9228685,8.7318749,93.936238,8.7318749,122.4448305,8.7318749,153.0784423,8.7318749,185.434394,8.7318749,216.9443639,8.7318749,245.9228685,8.7318749,273.936238,8.7318749,302.4448305,8.7318749,333.0784423,8.7318749,5.434394,8.7318749,36.9443639,8.7318749,80
1346,16.03.1989,07:50:25,51.5,-2.98333,PISCES,355.7069204,0.9955857,12.3068463,108.3796417,12.5948445,7.0,338.9403227,1.6601606,12.0663608,350.7333175,1.245607,2.0,63.0203463,0.6101328,3.0,60.7836884,0.1565095,7.0,282.7869888,0.059093,9.0,275.0849043,0.0206279,5.0,282.1577928,0.0156893,6.0,224.9655749,-0.0154501,5.0,91.3623731,0.0137493,11.0,183.971516,0.1110889,1.0,334.7767581,0.0234684,6.0,153.3061204,0.0234684,6.0,194.976318,0.0234684,11.8625468,40.6333991,11.8625468,70.4891891,11.8625468,89.5562311,11.8625468,107.0700052,11.8625468,127.9029081,11.8625468,160.5634645,11.8625468,220.6333991,11.8625468,250.4891891,11.8625468,269.5562311,11.8625468,287.0700052,11.8625468,307.9029081,11.8625468,340.5634645,11.8625468,25.04.1959,07:37:22,-15.8,-47.86667,PISCES,34.3586261,0.9733657,1.0,244.1729937,15.04753,8.0,7.3230951,0.9238046,12.9613797,72.2906141,1.1688446,3.0,98.4569976,0.5733882,4.0,239.9256014,-0.1030042,8.0,277.0033148,-0.0139883,9.9540896,132.2338533,0.0045516,5.1295507,215.6308537,-0.0272308,7.0,151.7548966,-0.0089731,5.8433229,326.9533874,0.0368096,11.5667436,47.6545754,0.1112074,2.0,192.9762954,-0.0466512,7.0,218.5937433,-0.0466512,7.0,162.5295547,-0.0466512,7.1423849,8.7793757,7.1423849,38.6577645,7.1423849,68.6196511,7.1423849,98.3148756,7.1423849,128.4032124,7.1423849,159.0095231,7.1423849,188.7793757,7.1423849,218.6577645,7.1423849,248.6196511,7.1423849,278.3148756,7.1423849,308.4032124,7.1423849,339.0095231,7.1423849,85
1347,09.09.1964,12:42:21,-15.6,23333.0,VIRGO,166.8509489,0.9721838,9.0,208.0835715,12.7351244,2.0,154.6584509,-0.3272069,8.0,121.3652505,1.0333728,8.0,116.4587854,0.6255428,10.2324714,56.0827111,0.0174963,5.0,330.5021101,-0.0709511,11.0,160.8584544,0.0626159,9.0,225.5764077,0.0226051,1.6019743,164.0900037,0.0353127,10.0,346.4242519,-0.0466802,2.0,266.5850546,0.1107101,7.0,88.4882361,-0.1439858,6.0,248.30782200000004,-0.1439858,9.1393047,9.4233616,-0.1439858,9.1393047,207.0751994,9.1393047,238.2693128,9.1393047,264.9388262,9.1393047,290.5061669,9.1393047,318.2759133,9.1393047,350.7421399,9.1393047,27.0751994,9.1393047,58.2693128,9.1393047,84.9388262,9.1393047,110.5061669,9.1393047,138.2759133,9.1393047,170.7421399,9.1393047,28.06.1950,05:09:03,-15.6,23333.0,VIRGO,95.9421992,0.9532205,3.0,253.4796318,14.9104748,8.0,81.2441441,1.8975309,3.0,60.9006013,1.1749417,2.0,186.744051,0.4541514,6.0,337.449637,-0.0038485,11.0,164.1794884,0.0699774,5.0,95.2396763,0.0602884,3.0,194.576994,0.0010373,6.0,136.5703903,0.024443,5.0,257.4402325,-0.0630993,9.0,48.5819123,0.111482,2.0,2.6536621,-0.1614085,12.556373,173.04628459999998,-0.1614085,6.0,153.1058757,-0.1614085,12.556373,15.508852,12.556373,45.3127053,12.556373,75.0468818,12.556373,104.7338163,12.556373,135.0916497,12.556373,165.9103784,12.556373,195.508852,12.556373,225.3127053,12.556373,255.0468818,12.556373,284.7338163,12.556373,315.0916497,12.556373,345.9103784,12.556373,75
1348,30.09.1984,07:20:09,32.78333,-83.05,LIBRA,187.3094921,0.9831447,11.0,257.7213092,13.5151816,5.0,179.0644279,1.8121759,2.7704583,215.6738731,1.2234296,11.0,266.6195017,0.678018,5.3906569,274.6379142,0.0940462,5.0,224.2716764,0.1035692,11.0,250.3154817,0.0353765,3.0,268.7688576,0.0112162,4.0,211.0822955,0.0376751,2.0,68.4030466,-0.0180572,9.0,2.8033356,0.1117005,4.0,58.7571338,0.0183128,6.0,64.280385,0.0183128,11.0,264.6395456,0.0183128,10.5890117,134.6922021,10.5890117,158.238775,10.5890117,186.1904487,10.5890117,218.5920768,10.5890117,252.771513,10.5890117,285.2615937,10.5890117,314.6922021,10.5890117,338.238775,10.5890117,6.1904487,10.5890117,38.5920768,10.5890117,72.771513,10.5890117,105.2615937,10.5890117,25.06.1972,19:42:56,-23.55,-46.63333,LIBRA,94.3154888,0.9533287,7.0,263.4111561,12.2254498,12.9177872,115.5335706,1.6065395,8.0,81.7142254,-0.5020424,6.0,118.1938818,0.6336118,8.0,273.3245509,-0.1279006,1.0,73.2208961,0.1243471,6.0,194.2006759,0.0036323,10.0,243.079984,-0.0220943,12.3783378,179.386633,0.0090058,10.0,17.1036814,0.0209621,5.0,223.7385774,0.1120003,11.0,296.06627,-0.0442798,2.0,95.3721449,-0.0442798,7.0,39.0689745,-0.0442798,2.3181153,264.4678122,2.3181153,288.4296197,2.3181153,313.2026203,2.3181153,341.7198017,2.3181153,15.2189086,2.3181153,51.0040687,2.3181153,84.4678122,2.3181153,108.4296197,2.3181153,133.2026203,2.3181153,161.7198017,2.3181153,195.2189086,2.3181153,231.0040687,2.3181153,60
1349,13.03.1957,06:23:03,-23.55,-46.63333,PISCES,352.4195419,0.9968904,5.0,132.4639779,14.9393146,8.0,345.4971975,1.8476144,6.0,344.2200172,1.2454915,5.0,57.0925368,0.6274651,9.0,177.4644022,-0.128749,4.0,254.2114417,0.0179641,8.0,123.2090627,-0.023909,5.0,212.204419,-0.0193092,9.0,148.650493,-0.0225821,7.0,314.9191604,0.0656574,11.0,321.641523,0.1120552,6.0,231.5515577,-0.1285549,1.0,174.62809470000002,-0.1285549,10.2863543,67.0141815,-0.1285549,10.2863543,314.6725307,10.2863543,340.4830903,10.2863543,9.9859739,10.2863543,42.1950507,10.2863543,74.5428819,10.2863543,105.3942013,10.2863543,134.6725307,10.2863543,160.4830903,10.2863543,189.9859739,10.2863543,222.1950507,10.2863543,254.5428819,10.2863543,285.3942013,10.2863543,28.06.1952,23:57:55,48.85,-0.11667,PISCES,97.1849176,0.953503,4.0,169.7428561,12.0120614,6.0,117.6650717,1.6518536,5.0,98.3048751,1.2290052,4.0,213.3867344,0.2263771,7.0,43.3883661,0.1855044,1.0,188.4762321,0.0306091,6.0,103.7634095,0.0602526,4.0,198.9316407,-0.000747,7.0,139.8594629,0.0242405,5.0,279.6863855,-0.0638854,10.0,130.2772038,0.1107979,5.0,322.3944396,0.0225361,11.0,301.1221733,0.0225361,11.0,185.0408798,0.0225361,11.9783385,13.6801118,11.9783385,54.0253959,11.9783385,77.0909674,11.9783385,95.8555869,11.9783385,115.7071189,11.9783385,143.1530798,11.9783385,193.6801118,11.9783385,234.0253959,11.9783385,257.0909674,11.9783385,275.8555869,11.9783385,295.7071189,11.9783385,323.1530798,11.9783385,90
1350,07.01.1972,06:43:28,-27.83333,-48.41667,CAPRICORN,286.0627883,1.0192087,11.0,182.0866405,11.9800608,9.0,264.1809136,1.2415799,11.0,318.5297917,1.2304168,11.0,7.4524707,0.6504487,10.0,263.7324551,0.2184176,11.0,60.1188281,-0.0437121,3.0,198.2027383,0.0149999,5.0,244.2939626,0.029958,10.0,182.0509155,-0.001543,8.0,9.4851139,0.015297,6.0,204.6308704,0.1119974,9.0,305.3867682,0.0171774,2.0,6.1535884000000465,0.0171774,11.0,40.4288865,0.0171774,2.8444886,262.1774406,2.8444886,285.5152761,2.8444886,309.2415217,2.8444886,336.6528509,2.8444886,9.8888099,2.8444886,47.0256676,2.8444886,82.1774406,2.8444886,105.5152761,2.8444886,129.2415217,2.8444886,156.6528509,2.8444886,189.8888099,2.8444886,227.0256676,2.8444886,31.10.1934,21:51:36,41.9,2.35,CAPRICORN,217.7894998,1.0006751,4.0,144.6778399,11.8627881,2.0,223.0068202,-1.229253,4.0,213.2526918,1.2544931,4.0,158.0145951,0.5764803,2.0,214.5027643,0.2183626,4.0,321.5211874,0.0088754,8.0,29.1125835,-0.0403815,10.0,163.9838951,0.0246065,3.0,116.0762307,-0.0016899,12.9139042,68.8241514,-0.0459815,11.0,131.6354767,0.1107401,1.0,305.6507895,-0.0236815,7.0,190.5862752,-0.0236815,3.0,253.7064814,-0.0236815,7.4328934,117.4746153,7.4328934,137.0602708,7.4328934,160.5518452,7.4328934,190.613649,7.4328934,227.5536723,7.4328934,265.3760044,7.4328934,297.4746153,7.4328934,317.0602708,7.4328934,340.5518452,7.4328934,10.613649,7.4328934,47.5536723,7.4328934,85.3760044,7.4328934,65
1351,26.12.1987,19:38:40,-5.1,-42.8,CAPRICORN,274.4953953,1.0190027,7.6660654,356.864408,13.8634178,5.0,276.4991306,1.5999727,7.7445419,305.6205234,1.2345386,8.7541681,231.4927804,0.6618049,11.0,19.986731,0.0391593,4.0,264.8605271,0.1172477,4.0,267.3521187,0.0602627,6.0,277.5898765,0.037826,7.0,221.8602143,0.0278372,5.0,85.4679343,-0.0621662,1.334907,134.5542667,0.11134,5.0,357.0540245,-7.36e-05,2.0,158.09211620000002,-7.36e-05,10.3549746,167.0931409,-7.36e-05,10.3549746,75.7231035,10.3549746,104.0044811,10.3549746,133.6555477,10.3549746,165.4815995,10.3549746,197.8141792,10.3549746,228.041661,10.3549746,255.7231035,10.3549746,284.0044811,10.3549746,313.6555477,10.3549746,345.4815995,10.3549746,17.8141792,10.3549746,48.041661,10.3549746,16.05.1981,02:45:35,28.41667,-80.21667,CAPRICORN,55.1514418,0.96352,5.0,203.6273419,11.901712,10.0,74.1113091,1.6332887,6.0,65.2780476,1.2290175,5.0,45.4418918,0.7327062,5.0,180.6488452,-0.0349754,9.0,183.3306806,-0.03296,9.0,238.2328478,-0.0416807,11.0,264.2374518,-0.0226344,12.6694953,202.0965241,-0.022395,10.0,48.5116518,0.0669517,5.0,225.3557015,0.1120077,11.0,124.4917545,-0.1847333,7.0,59.71250809999998,-0.1847333,5.0,135.1466609,-0.1847333,7.9741759,271.236608,7.9741759,305.4274494,7.9741759,342.2674748,7.9741759,16.1854127,7.9741759,44.3681895,7.9741759,68.3658674,7.9741759,91.236608,7.9741759,125.4274494,7.9741759,162.2674748,7.9741759,196.1854127,7.9741759,224.3681895,7.9741759,248.3658674,7.9741759,95
